الجهة,اسم المنافسة,تاريخ الترسية,قيمة المنافسة
الشئون الصحية بمنطقة حائل,منافسة صيانة وإصلاح الأجهزة والمعدات الطبية مستشفى الصحة النفسية بمنطقة حائل,2021-08-04,5124491.45
بلدية بحرأبو سكينة,صيانة الطرق والشوارع م2,2021-09-22,2329950.0
أمانة محافظة جدة,تأمين وتوريد حاويات ,2020-10-13,123900.0
جامعة الملك فيصل,منافسة توريد وتركيب وتشغيل شاشات LED لمسرح قاعة الاحتفالات الكبرى ومسرح الفبة بالجامعة,2021-08-15,1209257.78
بلدية بحرأبو سكينة,صيانة الطرق والشوارع م1,2021-09-22,1654147.95
أمانة محافظة جدة,تأمين وتوريد كفرات وزيوت وبعض احتياج قسم التشغيل والصيانة,2020-11-25,210308.7
بلدية بحرأبو سكينة,توريد حاوية نفايات ,2021-09-22,569100.0
أمانة محافظة جدة,تأمين وتوريد ادوات شبكة ري للطريق العام ,2020-10-09,57911.0
بلدية بحرأبو سكينة,صيانة وتوريد عبارات ,2021-09-22,356685.0
الهيئة العامة للغذاء والدواء,زيادة المساحة التخزينية للنظام النسخ الاحتياطي,2020-06-17,900360.33
المديرية العامة للشؤون الصحية بمنطقة عسير,تأمين نظام الارشفة والنماذج الالكترونية بمستشفى الصحة النفسية ,2021-11-14,1096053.0
أمانة محافظة جدة,تأمين وتوريد ادوات مكتبية واجهزة,2020-10-09,67410.0
أمانة منطقة القصيم,تامين نجيل طبيعي بمواقع متفرقة بمدينة بريدة,2020-07-02,259350.0
أمانة منطقة القصيم,مشروع الصيانة والنظافة المباشرة (توريد إسمنت لبلدية محافظة عنيزة),2020-06-02,630000.0
أمانة منطقة القصيم,مشروع الصيانة والنظافة المباشرة(تأمين مواد البناء لبلدية محافظة عنيزة),2020-06-29,766294.21
وزارة البيئة والمياه والزراعة,مشروع ترحيل خط المياه المتعارض مع مشروع تقاطع خميس مشيط / الرياض  ضمن مشروع استكمال بعض الطرق بمنطقة عسير (المجموعة العشرين),2021-04-20,966000.0
الهيئة العامة للطيران المدني,منافسة مشروع تطوير أجهزة وبرامج البنية التحتية للشبكات وأنظمة المعلومات,2022-01-06,2603160.0
جامعة الأميرة نورة بنت عبدالرحمن,توريد وتركيب معمل المواد بكلية الهندسة  ,2020-09-15,2117000.0
بلدية محافظة الجموم,صيانة وتأهيل أعمال الأرصفة والمداخل بمحافظة الجموم ,2020-08-31,248058.83
أمانة محافظة الطائف,توريد كيابل نحاس ولوازم انارة شوارع,2020-12-01,599550.0
جامعة الملك خالد,توريد كتب الكليات العلمية,2021-08-12,2254213.49
وزارة البيئة والمياه والزراعة,تشغيل وصيانة محطة تنقية المياه السادسة ومستلزماتها (الأسياح),2021-08-19,17879692.96
أمانة منطقة الجوف,مباني بلدية ومرافق عامه (انشاء سور المركز الحضاري والمسرح المدرج ),2021-07-30,2969852.45
وكالة شؤون البلديات التابعة لأمانة المنطقة الشرقية,مشروع توفير سيارات لوكالة شئون البلديات بأمانة المنطقة الشرقية - بلدية الصرار - بنظام التأجير بند رقم (224),2021-05-23,1166113.8
أمانة منطقة الجوف,تحسين وتجميل المداخل للامانة والبلدية التابعة امانة منطقة الجوف ,2021-07-30,4165024.0
جامعة الجوف, صيانة وتشغيل النظام الشامل للتقنية والشبكات بجامعة الجوف,2020-12-02,9892491.12
إدارة التعليم بمنطقة الباحة,النقل للأثاث والشحن البري,2020-08-18,179660.0
بلدية بحرأبو سكينة,صيانة اعمدة الاضاءة ,2021-09-22,251250.0
المديرية العامة للشؤن الصحية بالقصيم - المديرية العامة للشؤن الصحية بالقصيم,الفترة المتبقية من عقد الصيانة والنظافة والتشغيل الغير طبي لمستشفى الاسياح العام,2021-03-01,3263150.0
وزارة البيئة والمياه والزراعة,تشغيل وصيانة شبكات المياه والصرف الصحي بمحافظة البدائع,2021-08-11,14511000.02
هيئة الهلال الأحمر السعودي,توريد باصات نقل ركاب عدد ( 2) أثنان موديل 2020,2020-08-01,419790.0
هيئة الهلال الأحمر السعودي,توريد عربات إسعافيه كهربائية  عدد ( 4 ) عربات,2020-08-10,176400.0
وزارة البيئة والمياه والزراعة,تأمين وزراعة أشجار برية وتركيب شبكة ري بمحافظة المزاحمية,2020-09-30,1500003.75
مستشفى الملك فيصل التخصصي ومركز الأبحاث,تورید وتركیب خط تغذیة جدید قادم من محطة التناضح العكسي الموجودة في مبنى الملك عبدالله,2021-05-05,174799.92
وزارة البيئة والمياه والزراعة,عملية معالجة الطفح لمياه الصرف الصحى لأحياء  شرق مدينة خميس مشيط -المرحلة الثانية,2020-11-30,1676981.25
إدارة التعليم بمحافظة حفر الباطن,عملية التحميل والتنزيل التابعة للمستودعات المركزية ,2020-07-21,360048.0
بلدية محافظة ظهران الجنوب,توريد ادوات كهربائية لبلدية ظهران الجنوب ,2020-10-22,298777.5
بلدية محافظة ظهران الجنوب,صيانة المركز الحضاري واستراحة البلدية بمحافظة ظهران الجنوب ,2020-10-07,129570.0
وزارة البيئة والمياه والزراعة,عملية معالجة الطفح لمياه الصرف الصحي لأحياء غرب مدينة خميس مشيط ( المرحلة الثانية ),2020-11-30,1226662.5
بلدية محافظة ظهران الجنوب,توريد أدوات كهربائية  لبلدية محافظة ظهران الجنوب ,2020-10-22,2837283.75
معهد الادارة العامة,توريد اسلاك التغليف للحقائب التدريبية بمعهد الإدارة العامة,2020-10-04,231966.0
جامعة الملك خالد,الإشراف على تنفيذ مشروع  المرحلة الثالثة  بالمدينة الجامعية بالفرعاء( المنطقة الشرفية – ادارة الجامعة – المراكز التعليمية والبحثية ) ,2021-08-12,770000.0
الهيئة العامة للجمارك,ﻣﺷروع ﺗرﻣﯾم وإﻋﺎدة ﺗﺄھﯾل أرﺻﻔﺔ اﻟﺷﺎﺣﻧﺎت ﻓﻲ ﻣﻧﻔذ اﻟﺑطﺣﺎء -اﻟﻣرﺣﻠﺔ اﻟراﺑﻌﺔ ,2021-08-19,2989376.25
أمانة منطقة القصيم,مشروع الصيانة والنظافة المباشرة(تأمين بويات لبلدية محافظة عنيزة),2020-06-02,1407084.0
أمانة محافظة جدة,تأمين وتوريد اثاث مكتبي,2020-10-13,13419.0
أمانة منطقة حائل,صيانه الميادين والتقاطعات بمدينه حائل,2022-02-22,850000.0
جامعة المجمعة,تقديم خدمات الدعم الفني لمنظومة المعلومات الجامعية (المالية والإدارية والأكاديمية,2020-08-05,6121117.42
المؤسسة العامة للري,مشروع تركيب لوحة توزيع رئيسية للمنظومة الكهربائية لمحطة ضخ الهفوف ( كيلو 7 ) ,2020-07-12,1238069.7
هيئة الزكاة والدخل,رقمنة الاعمال والخدمات الداخلية,2020-09-01,11871067.05
هيئة حي السفارات,توريد مطبوعات للهيئة العامة لحي السفارات,2020-07-13,168577.5
بلدية الربوعة,صيانة وتأهيل الطرق بمركز كحلا,2020-08-20,2999650.5
وزارة الرياضة,صيانة ونظافة وتشغيل نادي الخليج الرياضي بسيهات,2021-08-02,11988596.3
